1,yahoo.com
2,msn.com
3,google.com
4,baidu.com
5,qq.com
6,myspace.com
7,sina.com.cn
8,yahoo.co.jp
9,163.com
10,live.com
11,ebay.com
12,sohu.com
13,youtube.com
14,yahoo.com.cn
15,microsoft.com
16,wikipedia.org
17,amazon.com
18,orkut.com
19,blogger.com
20,google.co.uk
21,taobao.com
22,passport.net
23,google.co.jp
24,bbc.co.uk
25,google.de
26,naver.com
27,rapidshare.de
28,wretch.cc
29,craigslist.org
30,go.com
31,alibaba.com
32,cnn.com
33,megaupload.com
34,tom.com
35,imdb.com
36,aol.com
37,mixi.jp
38,xanga.com
39,ebay.co.uk
40,flickr.com
41,friendster.com
42,google.es
43,mail.ru
44,3721.com
45,sogou.com
46,yandex.ru
47,google.com.tr
48,google.co.in
49,rakuten.co.jp
50,hi5.com
51,google.fr
52,google.ca
53,discuss.com.hk
54,newsgroup.la
56,pchome.com.tw
57,daum.net
58,nate.com
59,google.com.sa
60,google.com.mx
61,geocities.com
62,fotolog.net
63,livedoor.com
64,126.com
65,chinaren.com
66,livejournal.com
67,mop.com
68,rediff.com
69,facebook.com
70,ebay.de
71,photobucket.com
72,imageshack.us
73,soso.com
74,apple.com
75,comcast.net
76,uwants.com
77,vnet.cn
78,xunlei.com
79,zhongsou.com
80,uol.com.br
81,nytimes.com
82,ebay.com.cn
83,google.cn
84,google.cl
85,soufun.com
86,xinhuanet.com
87,sourceforge.net
88,cnet.com
89,google.com.br
90,about.com
91,china.com
92,google.com.ar
93,mediaplex.com
94,dell.com
95,cnnic.cn
96,digg.com
97,fc2.com
98,hinet.net
99,google.it
100,google.com.au
