1,www.yahoo.com
2,www.msn.com
3,www.google.com
4,www.baidu.com
5,www.yahoo.co.jp
6,www.sina.com.cn
7,www.ebay.com
8,www.sohu.com
9,www.passport.net
10,www.163.com
11,www.qq.com
12,www.amazon.com
13,www.microsoft.com
14,www.myspace.com
15,www.google.co.jp
16,www.naver.com
17,www.taobao.com
18,www.google.co.uk
19,www.3721.com
20,www.aol.com
21,www.go.com
22,www.bbc.co.uk
23,www.alibaba.com
24,www.tom.com
25,www.nate.com
26,www.yahoo.com.cn
27,www.cnn.com
28,www.daum.net
29,www.fastclick.com
30,www.blogger.com
31,www.rakuten.co.jp
32,www.yisou.com
33,www.wikipedia.org
34,www.ebay.co.uk
35,www.craigslist.org
36,www.livedoor.com
37,www.chinaren.com
38,www.google.es
39,www.google.de
40,www.google.ca
41,www.imdb.com
42,www.google.com.tr
43,www.comcast.net
44,www.xanga.com
45,www.adultfriendfinder.com
46,www.mop.com
47,www.china.com
48,www.126.com
49,www.ebay.com.cn
50,www.sogou.com
51,www.apple.com
52,www.mixi.jp
53,www.msn.co.jp
54,www.hao123.com
55,www.goo.ne.jp
56,www.casalemedia.com
57,www.xinhuanet.com
58,www.mediaplex.com
59,www.dell.com
60,www.zhongsou.com
61,www.infoseek.co.jp
62,www.google.fr
63,www.21cn.com
64,www.ebay.de
65,www.weather.com
66,www.overture.com
67,www.about.com
68,www.pchome.com.tw
69,www.mapquest.com
70,www.soufun.com
71,www.pconline.com.cn
72,202.108.11.168
73,www.hi5.com
74,www.amazon.co.jp
75,www.wretch.cc
76,www.nytimes.com
77,www.orkut.com
78,www.265.com
79,www.gator.com
80,www.chinabbs.com
81,www.cnet.com
82,www.hc360.com
83,www.yieldmanager.com
84,www.match.com
85,www.blogchina.com
86,www.thefacebook.com
87,220.181.27.54
88,www.mynet.com
89,www.google.com.au
90,www.cmfu.com
91,www.hinet.net
92,www.tribalfusion.com
93,www.bankofamerica.com
94,www.google.it
95,www.google.com.sa
96,www.msn.com.cn
97,www.fc2.com
98,www.doubleclick.com
99,www.uol.com.br
100,17173.com
